telegraph_id,title,brief,content,author,subject_names,stock_count,share_url,public_ts,fetch_ts_utc,source_name,source_url,source_mode
2335824,,财联社4月6日电，以色列国防部长卡茨表示，以色列国防军袭击了伊朗最大的石化设施。,财联社4月6日电，以色列国防部长卡茨表示，以色列国防军袭击了伊朗最大的石化设施。,,环球市场情报,0,https://api3.cls.cn/share/article/2335824?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 19:12:49,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335823,中信证券：配置要逐步缩圈 继续聚焦在中国优势制造,【中信证券：配置要逐步缩圈 继续聚焦在中国优势制造】财联社4月6日电，中信证券研究认为，TACO可能性仍然存在，但市场资金的耐心已经被消耗殆尽。预计战争在本月临近尾声，但霍尔木兹海峡“武器化”以及供应链间歇性扰动的可能性在加大。当前，五条基本面线索（红利、出海、AI、PPI和内需消费）当中，未被充分定价的只有PPI、国产AI和消费。战争平息后，油->PPI->企业盈利的传导是其中最重要的基本面因素，国产AI是相对独立的产业变化，而内需消费的交易大概率会滞后于PPI交易。当然，“PPI-&gt;企业盈利”的交易只有当战争平息油价见顶后才会开启。,【中信证券：配置要逐步缩圈 继续聚焦在中国优势制造】财联社4月6日电，中信证券研究认为，TACO可能性仍然存在，但市场资金的耐心已经被消耗殆尽。预计战争在本月临近尾声，但霍尔木兹海峡“武器化”以及供应链间歇性扰动的可能性在加大。当前，五条基本面线索（红利、出海、AI、PPI和内需消费）当中，未被充分定价的只有PPI、国产AI和消费。战争平息后，油-&gt;PPI-&gt;企业盈利的传导是其中最重要的基本面因素，国产AI是相对独立的产业变化，而内需消费的交易大概率会滞后于PPI交易。当然，“PPI-&gt;企业盈利”的交易只有当战争平息油价见顶后才会开启。市场降温过程中，配置要逐步缩圈，继续聚焦在中国优势制造。,,券商策略,0,https://api3.cls.cn/share/article/2335823?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 19:08:51,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335821,伊朗布什尔省石油化工设施遭袭,【伊朗布什尔省石油化工设施遭袭】财联社4月6日电，据伊朗媒体6日报道，伊朗布什尔省南帕尔斯和阿萨卢耶石油化工设施当天遭到袭击。,【伊朗布什尔省石油化工设施遭袭】财联社4月6日电，据伊朗媒体6日报道，伊朗布什尔省南帕尔斯和阿萨卢耶石油化工设施当天遭到袭击。卡茨表示，此次袭击对伊朗政权的经济生存能力造成了重大打击。 (新华社),新华社,期货市场情报|中东冲突|原油市场动态|化工|石油化工,0,https://api3.cls.cn/share/article/2335821?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 19:03:58,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335820,英国向Anthropic抛出橄榄枝 邀请其扩张伦敦业务并探讨双重上市,【英国向Anthropic抛出橄榄枝 邀请其扩张伦敦业务并探讨双重上市】财联社4月6日电，据报道，美国人工智能（AI）公司Anthropic和五角大楼（美国国防部）发生冲突之后，英国政府从中看到了争取Anthropic的机会，试图吸引这家顶尖AI公司扩大其在英国的布局。知情人士透露，英国科学、创新与技术部的工作人员已为Anthropic制定了一系列提案，包括在伦敦扩大办公规模，甚至推动其进行双重上市。据悉，英国斯塔默政府对此项工作表示支持。,【英国向Anthropic抛出橄榄枝 邀请其扩张伦敦业务并探讨双重上市】财联社4月6日电，据报道，美国人工智能（AI）公司Anthropic和五角大楼（美国国防部）发生冲突之后，英国政府从中看到了争取Anthropic的机会，试图吸引这家顶尖AI公司扩大其在英国的布局。知情人士透露，英国科学、创新与技术部的工作人员已为Anthropic制定了一系列提案，包括在伦敦扩大办公规模，甚至推动其进行双重上市。据悉，英国斯塔默政府对此项工作表示支持。,,期货市场情报|人工智能,0,https://api3.cls.cn/share/article/2335820?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 19:03:02,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335819,上海今日最高气温达29.1℃ 节后降温又有雨,【上海今日最高气温达29.1℃ 节后降温又有雨】财联社4月6日电，今日（4月6日）是清明假期最后一天，上海最高气温达29.1℃，明天将直降10 ℃，恢复春天体感。上海气象部门表示，市区徐家汇站最高气温升至29.1℃，“热度”超标，体验初夏体感。受弱冷空气影响，下午风力逐渐加大，晚间北到东北风4~5级阵风6级，沿江沿海地区有5级阵风6~7级，加上气温下降明显，大家注意及时调整着装。周三起，西南暖湿气流变得活跃，上海多阴雨过程。周三后期及周六雨水较明显，降雨间歇期可能出现低能见度天气，大家注意道路交通安全。,【上海今日最高气温达29.1℃ 节后降温又有雨】财联社4月6日电，今日（4月6日）是清明假期最后一天，上海最高气温达29.1℃，明天将直降10 ℃，恢复春天体感。上海气象部门表示，市区徐家汇站最高气温升至29.1℃，“热度”超标，体验初夏体感。受弱冷空气影响，下午风力逐渐加大，晚间北到东北风4~5级阵风6级，沿江沿海地区有5级阵风6~7级，加上气温下降明显，大家注意及时调整着装。周三起，西南暖湿气流变得活跃，上海多阴雨过程。周三后期及周六雨水较明显，降雨间歇期可能出现低能见度天气，大家注意道路交通安全。,,天气变化,0,https://api3.cls.cn/share/article/2335819?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 19:00:04,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335818,超20家A股上市公司近一周披露并购重组最新公告 海泰科筹划购买旭域股份控制权股票明起停牌,【超20家A股上市公司近一周披露并购重组最新公告 海泰科筹划购买旭域股份控制权并募集配套资金股票明起停牌】财联社4月6日电，据财联社不完全统计，截至发稿，近一周(3月30日-4月6日)包括海泰科、泰达股份、三鑫医疗、豪江智能、华纬科技、威帝股份、宁波能源、云赛智联、甘肃能化、横店影视、龙源电力、顺网科技、四川路桥、TCL科技、中微公司、天宇股份、大众交通、宝信软件、顺发恒能、三未信安、科创新源、高凌信息在内的22家A股上市公司披露并购重组进展最新公告。其中，海泰科筹划购买旭域股份控制权并募集配套资金，股票明起停牌。,【超20家A股上市公司近一周披露并购重组最新公告 海泰科筹划购买旭域股份控制权股票明起停牌】财联社4月6日电，据财联社不完全统计，截至发稿，近一周(3月30日-4月6日)包括海泰科、泰达股份、三鑫医疗、豪江智能、华纬科技、威帝股份、宁波能源、云赛智联、甘肃能化、横店影视、龙源电力、顺网科技、四川路桥、TCL科技、中微公司、天宇股份、大众交通、宝信软件、顺发恒能、三未信安、科创新源、高凌信息在内的22家A股上市公司披露并购重组进展最新公告。其中，海泰科筹划购买旭域股份控制权并募集配套资金，股票明起停牌。,,A股公告速递|并购重组|中微公司,22,https://api3.cls.cn/share/article/2335818?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 18:59:50,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335816,伊朗外交部发言人：美方营救飞行员行动或为窃取浓缩铀,【伊朗外交部发言人：美方营救飞行员行动或为窃取浓缩铀】财联社4月6日电，当地时间4月6日，伊朗外交部发言人巴加埃在当天举行的新闻发布会上回答提问时表示，美国于当地时间5日营救其飞行员的行动构成对伊朗领空的侵犯并存在诸多疑点。美飞行员据称所在区域位于科吉卢耶-博耶艾哈迈德省，而美方实施营救行动的区域却在伊朗中部，两者相距甚远。巴加埃强调，美方的此次行动可能是一场“掩护行动”，目的是窃取浓缩铀，这种可能性不应被忽视，这次行动对美国而言是一次“灾难性丑闻”。,【伊朗外交部发言人：美方营救飞行员行动或为窃取浓缩铀】财联社4月6日电，当地时间4月6日，伊朗外交部发言人巴加埃在当天举行的新闻发布会上回答提问时表示，美国于当地时间5日营救其飞行员的行动构成对伊朗领空的侵犯并存在诸多疑点。美飞行员据称所在区域位于科吉卢耶-博耶艾哈迈德省，而美方实施营救行动的区域却在伊朗中部，两者相距甚远。巴加埃强调，美方的此次行动可能是一场“掩护行动”，目的是窃取浓缩铀，这种可能性不应被忽视，这次行动对美国而言是一次“灾难性丑闻”。 (央视新闻),央视新闻,期货市场情报|中东冲突,0,https://api3.cls.cn/share/article/2335816?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 18:53:29,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335815,,财联社4月6日电，摩根士丹利将希捷科技（Seagate）上调为“首选股”，目标价从468美元上调至582美元。,财联社4月6日电，摩根士丹利将希捷科技（Seagate）上调为“首选股”，目标价从468美元上调至582美元。,,存储芯片|半导体芯片|券商策略|美股动态,0,https://api3.cls.cn/share/article/2335815?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 18:49:41,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335814,中信证券：重点推荐储能产业链电芯、PCS、集成等环节的头部厂商,【中信证券：重点推荐储能产业链电芯、PCS、集成等环节的头部厂商】财联社4月6日电，中信证券研报表示，2026年4月1—3日在北京举办的第十四届储能国际峰会暨展览会ESIE 2026，吸引超过800家厂商参展，观展热度明显回升。本次展会中，大容量电芯、钠离子电池、AIDC解决方案等成为各家厂商展出重点。中信证券认为随着发改委136号文取消强制配储，114号文确立国家级容量电价机制，国内储能将从成本优先转向价值创造，竞争格局将有所改善。重点推荐储能产业链电芯、PCS、集成等环节的头部厂商。,【中信证券：重点推荐储能产业链电芯、PCS、集成等环节的头部厂商】财联社4月6日电，中信证券研报表示，2026年4月1—3日在北京举办的第十四届储能国际峰会暨展览会ESIE 2026，吸引超过800家厂商参展，观展热度明显回升。本次展会中，大容量电芯、钠离子电池、AIDC解决方案等成为各家厂商展出重点。中信证券认为随着发改委136号文取消强制配储，114号文确立国家级容量电价机制，国内储能将从成本优先转向价值创造，竞争格局将有所改善。重点推荐储能产业链电芯、PCS、集成等环节的头部厂商。,,人工智能|储能|钠离子电池|券商策略,0,https://api3.cls.cn/share/article/2335814?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 18:48:10,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
2335813,,财联社4月6日电，高盛公司将中国铝业A股评级上调至中性，目标价12.50元人民币。,财联社4月6日电，高盛公司将中国铝业A股评级上调至中性，目标价12.50元人民币。,,环球市场情报,1,https://api3.cls.cn/share/article/2335813?os=web&sv=8.4.6&app=CailianpressWeb,2026-04-06 18:46:56,2026-04-06 12:05:03,财联社电报,https://www.cls.cn/telegraph,internal_only_fastlane
